,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
34780,38,technician,single,secondary,no,1019,yes,no,cellular,6,may,249,1,-1,0,unknown,no
8372,35,technician,single,tertiary,no,914,no,no,unknown,3,jun,166,1,-1,0,unknown,no
4080,31,blue-collar,married,secondary,no,43,yes,no,unknown,19,may,405,3,-1,0,unknown,no
43978,30,technician,single,secondary,no,254,yes,yes,cellular,24,jun,167,3,416,2,unknown,no
37170,27,blue-collar,divorced,secondary,no,0,yes,no,telephone,13,may,363,1,359,3,failure,no
5237,31,technician,single,tertiary,no,1710,yes,no,unknown,23,may,385,1,-1,0,unknown,no
32653,30,blue-collar,married,secondary,no,2,yes,yes,cellular,17,apr,291,2,326,1,failure,no
17119,58,entrepreneur,married,tertiary,yes,0,no,yes,cellular,25,jul,138,4,-1,0,unknown,no
38327,27,services,single,secondary,no,-74,yes,no,cellular,15,may,151,1,345,1,failure,no
32899,31,services,single,secondary,no,0,yes,no,cellular,17,apr,815,2,-1,0,unknown,no
15878,33,management,married,tertiary,no,1,yes,yes,cellular,21,jul,551,8,-1,0,unknown,no
6984,27,services,single,tertiary,no,5883,yes,no,unknown,28,may,325,2,-1,0,unknown,no
10084,60,blue-collar,married,primary,no,3230,no,no,unknown,11,jun,281,4,-1,0,unknown,no
12741,40,blue-collar,married,primary,no,254,yes,no,cellular,7,jul,107,3,-1,0,unknown,no
15717,49,self-employed,married,tertiary,no,503,yes,no,cellular,21,jul,507,1,-1,0,unknown,no
20849,53,services,married,secondary,no,6170,no,no,cellular,13,aug,838,4,-1,0,unknown,yes
29066,38,services,married,secondary,no,304,no,yes,cellular,2,feb,238,1,214,1,failure,no
42330,62,management,married,tertiary,no,10373,no,no,cellular,17,nov,140,3,97,3,failure,no
7302,51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no
1978,57,blue-collar,married,secondary,no,221,yes,no,unknown,9,may,122,2,-1,0,unknown,no
36723,49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,may,351,1,-1,0,unknown,no
5230,34,management,single,tertiary,no,0,yes,no,unknown,23,may,346,1,-1,0,unknown,no
42907,34,management,married,tertiary,no,1778,no,no,cellular,5,feb,99,1,93,3,success,no
2886,54,blue-collar,married,secondary,no,1765,yes,no,unknown,14,may,188,1,-1,0,unknown,no
43060,26,technician,single,tertiary,no,3411,no,no,cellular,18,feb,236,1,183,2,success,no
34492,30,management,single,tertiary,no,0,yes,no,cellular,5,may,381,1,342,7,failure,no
35776,40,self-employed,divorced,tertiary,no,4647,yes,no,telephone,8,may,330,2,-1,0,unknown,no
27055,32,student,single,secondary,no,0,no,no,cellular,21,nov,206,1,-1,0,unknown,no
27039,32,technician,married,secondary,no,5626,yes,no,cellular,21,nov,131,1,-1,0,unknown,no
44864,46,management,married,tertiary,no,7485,no,no,cellular,23,sep,145,1,779,2,failure,no
16886,27,blue-collar,single,secondary,no,137,no,yes,cellular,25,jul,359,1,-1,0,unknown,no
22516,32,management,single,tertiary,no,17,no,no,cellular,22,aug,72,4,-1,0,unknown,no
25493,33,management,single,tertiary,no,102,yes,yes,cellular,19,nov,199,1,-1,0,unknown,no
28927,34,technician,single,secondary,no,258,no,no,cellular,2,feb,103,1,-1,0,unknown,no
5783,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,745,4,-1,0,unknown,yes
31945,33,management,married,tertiary,no,0,no,no,cellular,13,apr,244,2,-1,0,unknown,no
40478,52,technician,married,secondary,no,137,no,no,cellular,6,jul,227,2,-1,0,unknown,yes
4411,39,unemployed,married,secondary,no,0,yes,no,unknown,20,may,191,1,-1,0,unknown,no
23939,45,blue-collar,married,primary,no,85,no,no,cellular,29,aug,133,4,-1,0,unknown,no
10659,50,housemaid,married,primary,no,4,no,no,unknown,16,jun,51,1,-1,0,unknown,no
4536,33,management,single,primary,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown,no
44635,37,management,married,tertiary,no,1113,no,no,cellular,1,sep,265,2,183,2,success,yes
11536,39,admin.,single,secondary,no,0,no,yes,unknown,19,jun,142,1,-1,0,unknown,no
25842,55,retired,married,secondary,no,3948,no,no,cellular,19,nov,149,1,170,2,failure,no
13412,33,admin.,married,tertiary,no,0,yes,yes,cellular,9,jul,389,3,-1,0,unknown,no
17604,38,unemployed,married,tertiary,no,9881,no,no,cellular,29,jul,497,2,-1,0,unknown,no
29719,26,technician,single,tertiary,no,822,no,no,telephone,3,feb,371,3,-1,0,unknown,no
33018,32,admin.,married,secondary,no,923,yes,no,cellular,17,apr,819,4,-1,0,unknown,no
38428,28,services,single,secondary,no,341,yes,no,cellular,15,may,437,3,347,3,other,yes
23326,51,blue-collar,married,primary,yes,-17,no,no,cellular,27,aug,134,6,-1,0,unknown,no
35907,39,technician,divorced,tertiary,no,665,yes,no,cellular,8,may,133,8,-1,0,unknown,no
32982,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
28188,59,management,married,tertiary,no,1857,no,no,cellular,29,jan,386,1,168,4,failure,no
28422,27,admin.,single,tertiary,no,954,no,no,cellular,29,jan,186,1,-1,0,unknown,no
37180,38,admin.,single,secondary,no,18,no,no,cellular,13,may,296,1,366,6,failure,no
41525,32,admin.,single,secondary,no,555,yes,no,cellular,9,sep,344,1,-1,0,unknown,yes
34960,35,entrepreneur,single,tertiary,no,1416,yes,no,cellular,6,may,100,1,169,12,other,no
14450,51,services,divorced,secondary,no,242,no,yes,cellular,14,jul,1336,4,-1,0,unknown,yes
44271,33,management,single,tertiary,no,307,no,no,cellular,23,jul,113,6,179,4,failure,no
27044,58,blue-collar,married,primary,no,3108,no,yes,cellular,21,nov,53,1,-1,0,unknown,no
7041,32,technician,married,tertiary,no,3538,yes,no,unknown,28,may,95,5,-1,0,unknown,no
6778,28,blue-collar,married,secondary,no,17,no,no,unknown,28,may,8,4,-1,0,unknown,no
37440,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,yes
27609,42,blue-collar,married,primary,no,-571,yes,yes,telephone,21,nov,136,2,179,4,failure,no
30432,32,technician,single,tertiary,no,1813,no,no,cellular,5,feb,102,1,-1,0,unknown,no
3507,48,management,married,unknown,no,1103,yes,no,unknown,15,may,52,1,-1,0,unknown,no
43235,32,unemployed,single,primary,no,1429,no,no,cellular,8,mar,150,4,-1,0,unknown,no
13094,29,housemaid,married,primary,no,7,no,yes,cellular,8,jul,240,1,-1,0,unknown,no
36829,47,blue-collar,married,secondary,no,802,yes,yes,cellular,12,may,289,2,-1,0,unknown,yes
28441,32,admin.,married,secondary,no,342,no,no,cellular,29,jan,179,1,-1,0,unknown,no
21017,57,technician,married,secondary,no,2625,no,no,cellular,14,aug,465,2,-1,0,unknown,no
1702,40,retired,married,tertiary,no,794,no,no,unknown,9,may,138,1,-1,0,unknown,no
13442,56,technician,married,tertiary,no,787,no,yes,cellular,9,jul,92,1,-1,0,unknown,no
25911,30,admin.,single,unknown,no,0,yes,no,cellular,19,nov,1206,2,-1,0,unknown,no
3033,50,admin.,divorced,secondary,yes,-500,yes,no,unknown,14,may,148,3,-1,0,unknown,no
29404,39,blue-collar,single,secondary,no,-480,yes,yes,cellular,2,feb,147,2,252,3,other,no
19341,31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown,no
25909,38,blue-collar,married,primary,no,190,yes,no,telephone,19,nov,623,1,175,1,other,yes
41224,37,admin.,married,secondary,no,1314,yes,no,cellular,21,aug,200,1,91,10,failure,no
40365,43,blue-collar,married,primary,no,0,no,no,cellular,22,jun,570,3,-1,0,unknown,no
37785,43,technician,single,tertiary,no,275,yes,no,telephone,14,may,151,2,360,1,other,no
22457,44,management,divorced,tertiary,yes,-26,no,no,cellular,22,aug,92,4,-1,0,unknown,no
27152,50,admin.,divorced,secondary,no,81,no,yes,cellular,21,nov,64,1,-1,0,unknown,no
12268,55,management,married,tertiary,no,5804,no,no,unknown,24,jun,56,3,-1,0,unknown,no
8045,34,admin.,married,secondary,no,3487,yes,no,unknown,2,jun,464,1,-1,0,unknown,no
19692,32,technician,single,secondary,no,554,no,no,cellular,7,aug,520,3,-1,0,unknown,no
5846,28,self-employed,single,tertiary,no,0,yes,no,unknown,26,may,1560,2,-1,0,unknown,yes
18950,32,technician,married,secondary,no,12,yes,yes,cellular,4,aug,341,2,-1,0,unknown,no
17551,59,entrepreneur,married,secondary,no,1085,no,yes,cellular,29,jul,101,4,-1,0,unknown,no
42719,27,student,single,secondary,no,2015,no,no,cellular,25,jan,87,1,245,1,other,no
9468,52,blue-collar,married,primary,no,4793,yes,no,unknown,6,jun,176,2,-1,0,unknown,no
21175,33,management,married,tertiary,no,4728,no,no,cellular,14,aug,110,3,-1,0,unknown,no
28705,29,entrepreneur,single,secondary,no,404,no,no,cellular,30,jan,413,3,-1,0,unknown,no
7063,44,blue-collar,married,primary,no,3753,yes,no,unknown,28,may,122,4,-1,0,unknown,no
40351,23,student,single,secondary,no,1021,no,no,telephone,19,jun,79,9,-1,0,unknown,no
43546,41,admin.,divorced,secondary,no,3823,no,no,cellular,26,apr,234,10,-1,0,unknown,no
33108,38,services,married,secondary,no,0,yes,no,cellular,20,apr,506,2,-1,0,unknown,no
35940,31,services,married,secondary,no,0,yes,no,cellular,8,may,274,2,-1,0,unknown,no
13410,41,technician,married,tertiary,no,532,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
11987,38,blue-collar,married,secondary,no,-627,yes,yes,unknown,20,jun,176,4,-1,0,unknown,no
35191,27,blue-collar,married,secondary,no,245,yes,no,cellular,7,may,121,1,344,2,failure,no
15940,25,blue-collar,single,secondary,no,0,yes,no,cellular,22,jul,135,1,-1,0,unknown,no
36340,28,technician,married,secondary,no,448,yes,no,cellular,11,may,188,2,346,3,other,no
16750,37,blue-collar,married,secondary,no,-59,yes,yes,cellular,24,jul,56,1,-1,0,unknown,no
16296,46,blue-collar,married,primary,no,2427,no,no,cellular,23,jul,40,1,-1,0,unknown,no
34149,32,management,single,tertiary,no,697,no,no,cellular,30,apr,210,3,-1,0,unknown,no
39774,33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,-1,0,unknown,yes
16511,49,blue-collar,married,primary,no,-57,no,no,telephone,23,jul,161,2,-1,0,unknown,no
24568,59,self-employed,married,tertiary,no,34247,yes,no,cellular,17,nov,66,2,-1,0,unknown,no
20244,45,blue-collar,married,secondary,no,751,no,no,cellular,11,aug,176,4,-1,0,unknown,no
18261,41,services,married,unknown,no,5980,yes,no,cellular,31,jul,150,3,-1,0,unknown,no
44643,75,retired,married,primary,no,1413,no,no,cellular,1,sep,532,2,188,2,success,yes
21205,32,technician,single,secondary,no,1732,yes,no,cellular,14,aug,1871,3,-1,0,unknown,yes
40632,49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown,yes
19510,42,technician,single,secondary,no,77,no,yes,cellular,7,aug,152,2,-1,0,unknown,no
5612,31,blue-collar,married,unknown,no,-357,yes,no,unknown,23,may,245,4,-1,0,unknown,no
15925,56,retired,married,primary,no,161,no,yes,cellular,22,jul,121,2,-1,0,unknown,no
2470,55,technician,married,unknown,no,1192,yes,no,unknown,13,may,481,1,-1,0,unknown,no
31069,90,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,-1,0,unknown,yes
3797,30,admin.,married,secondary,no,40,yes,yes,unknown,16,may,108,2,-1,0,unknown,no
20434,39,management,married,secondary,no,1880,no,no,cellular,12,aug,768,2,-1,0,unknown,yes
38799,32,services,married,secondary,no,1977,yes,yes,cellular,18,may,44,4,-1,0,unknown,no
2995,51,admin.,married,primary,no,658,yes,no,unknown,14,may,369,1,-1,0,unknown,no
35103,37,blue-collar,single,secondary,no,48,no,no,cellular,6,may,140,2,-1,0,unknown,no
14929,33,management,married,tertiary,no,4,yes,no,cellular,16,jul,285,5,-1,0,unknown,no
10998,38,blue-collar,married,primary,no,265,no,no,unknown,17,jun,854,3,-1,0,unknown,no
4816,36,student,single,tertiary,no,687,yes,no,unknown,21,may,287,3,-1,0,unknown,no
22578,31,technician,married,secondary,no,298,no,no,cellular,22,aug,436,5,-1,0,unknown,no
29129,34,technician,married,primary,no,1301,no,no,cellular,2,feb,56,1,-1,0,unknown,no
32764,36,blue-collar,married,secondary,no,142,yes,no,cellular,17,apr,251,1,-1,0,unknown,no
10419,60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no
1651,40,blue-collar,married,secondary,no,1245,yes,no,unknown,9,may,306,1,-1,0,unknown,no
11037,39,blue-collar,married,primary,no,1551,no,no,unknown,17,jun,264,16,-1,0,unknown,no
20497,41,management,married,tertiary,no,557,yes,yes,cellular,12,aug,148,4,-1,0,unknown,no
25223,48,housemaid,single,secondary,no,1042,no,no,telephone,18,nov,129,2,-1,0,unknown,no
19106,32,management,single,tertiary,no,710,no,no,cellular,5,aug,683,2,-1,0,unknown,no
7142,38,retired,single,secondary,no,44,no,no,unknown,29,may,148,1,-1,0,unknown,no
7812,45,technician,married,secondary,no,2124,yes,no,unknown,30,may,84,3,-1,0,unknown,no
18277,41,technician,single,secondary,no,3023,no,no,cellular,31,jul,616,3,-1,0,unknown,no
30288,48,technician,married,secondary,no,658,no,no,cellular,5,feb,109,4,-1,0,unknown,no
17711,36,technician,married,tertiary,no,82,yes,no,cellular,29,jul,45,4,-1,0,unknown,no
27774,30,management,single,tertiary,no,464,no,no,cellular,28,jan,80,1,-1,0,unknown,no
12150,44,management,married,secondary,no,13054,yes,no,unknown,20,jun,23,7,-1,0,unknown,no
22795,55,self-employed,married,secondary,no,198,no,no,cellular,25,aug,111,6,-1,0,unknown,no
25761,36,technician,married,secondary,no,377,yes,yes,cellular,19,nov,135,1,-1,0,unknown,no
19249,35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,-1,0,unknown,yes
15748,42,unemployed,married,unknown,no,970,yes,no,telephone,21,jul,691,10,-1,0,unknown,yes
32951,26,blue-collar,married,secondary,no,647,yes,no,cellular,17,apr,357,2,331,1,other,no
11826,60,blue-collar,married,secondary,no,196,no,no,unknown,20,jun,583,3,-1,0,unknown,no
36773,28,technician,single,secondary,no,1453,yes,no,cellular,12,may,246,1,343,1,other,no
7636,48,admin.,divorced,secondary,no,132,yes,no,unknown,30,may,171,1,-1,0,unknown,no
27049,31,management,single,tertiary,no,44128,no,no,cellular,21,nov,74,1,-1,0,unknown,no
4194,34,technician,divorced,tertiary,no,501,yes,no,unknown,19,may,546,12,-1,0,unknown,no
15415,30,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658,2,-1,0,unknown,yes
3843,52,technician,single,secondary,no,36,yes,no,unknown,16,may,335,1,-1,0,unknown,no
43459,49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
2542,35,services,married,secondary,no,-371,yes,no,unknown,13,may,358,2,-1,0,unknown,no
32242,29,blue-collar,single,secondary,no,13654,yes,yes,cellular,16,apr,528,1,-1,0,unknown,no
17576,57,retired,married,primary,no,0,no,yes,cellular,29,jul,112,3,-1,0,unknown,no
23603,42,technician,married,secondary,no,3,no,no,cellular,28,aug,11,26,-1,0,unknown,no
37878,52,blue-collar,married,secondary,no,633,yes,no,cellular,14,may,292,1,-1,0,unknown,no
5978,45,management,divorced,tertiary,no,-901,yes,no,unknown,26,may,86,3,-1,0,unknown,no
5595,44,admin.,married,secondary,no,0,yes,no,unknown,23,may,82,2,-1,0,unknown,no
1860,37,technician,married,tertiary,no,447,yes,no,unknown,9,may,1170,1,-1,0,unknown,no
14506,28,admin.,married,secondary,no,0,yes,yes,cellular,14,jul,546,2,-1,0,unknown,no
5834,47,technician,divorced,secondary,no,1573,yes,no,unknown,26,may,130,1,-1,0,unknown,no
28321,40,management,married,tertiary,no,351,yes,no,cellular,29,jan,338,1,254,3,failure,no
23008,55,blue-collar,married,secondary,no,630,no,no,cellular,26,aug,146,2,-1,0,unknown,no
8766,29,admin.,married,secondary,no,708,yes,no,unknown,4,jun,194,1,-1,0,unknown,no
38687,55,blue-collar,married,primary,no,135,yes,no,cellular,15,may,641,6,-1,0,unknown,no
19819,33,management,married,tertiary,no,530,yes,no,cellular,8,aug,94,2,-1,0,unknown,no
21272,46,blue-collar,married,secondary,no,689,no,no,cellular,18,aug,121,7,-1,0,unknown,no
38025,29,technician,single,secondary,no,-13,yes,no,cellular,14,may,512,3,-1,0,unknown,no
6419,31,blue-collar,married,secondary,no,-325,yes,yes,unknown,27,may,389,2,-1,0,unknown,no
10928,39,management,single,secondary,no,1103,no,no,unknown,17,jun,24,1,-1,0,unknown,no
27029,32,services,divorced,secondary,no,5267,yes,no,cellular,21,nov,183,1,168,2,failure,no
39142,27,technician,single,secondary,no,598,yes,no,cellular,18,may,309,2,-1,0,unknown,no
44089,37,technician,married,secondary,no,432,yes,no,cellular,6,jul,386,3,776,55,failure,yes
34477,52,admin.,married,primary,no,576,yes,no,cellular,5,may,139,1,286,1,failure,no
23529,57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown,no
20082,46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,-1,0,unknown,yes
7947,40,blue-collar,married,primary,no,68,yes,no,unknown,30,may,170,19,-1,0,unknown,no
11836,53,retired,married,primary,no,3975,no,no,unknown,20,jun,23,2,-1,0,unknown,no
41540,23,student,single,primary,no,1235,no,no,cellular,11,sep,122,2,91,3,failure,no
32325,30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no
19343,49,management,married,tertiary,no,0,no,no,cellular,6,aug,44,2,-1,0,unknown,no
7377,49,management,married,tertiary,no,-151,yes,no,unknown,29,may,119,2,-1,0,unknown,no
43686,31,management,single,tertiary,no,533,no,no,telephone,12,may,372,1,90,10,success,yes
2387,24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,yes
7254,39,blue-collar,married,secondary,yes,-16,no,no,unknown,29,may,285,2,-1,0,unknown,no
18209,36,services,married,secondary,no,0,yes,no,cellular,30,jul,54,12,-1,0,unknown,no
24107,35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,-1,0,unknown,yes
33913,60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,8,-1,0,unknown,yes
39971,23,technician,single,secondary,no,4545,no,no,cellular,3,jun,200,1,-1,0,unknown,no
24487,38,management,married,secondary,no,3840,yes,yes,cellular,17,nov,62,1,-1,0,unknown,no
27339,38,services,married,secondary,no,5293,yes,no,cellular,21,nov,1199,3,155,3,other,no
7358,51,management,divorced,secondary,no,3348,yes,no,unknown,29,may,122,2,-1,0,unknown,no
34125,25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,1,-1,0,unknown,yes
44444,56,management,divorced,tertiary,no,2037,no,no,cellular,5,aug,318,1,91,6,failure,yes
41964,45,technician,married,secondary,no,1673,no,no,cellular,23,oct,76,1,-1,0,unknown,no
24713,36,management,married,tertiary,no,6153,no,no,telephone,17,nov,240,3,-1,0,unknown,no
18726,50,blue-collar,divorced,secondary,no,2725,no,no,cellular,31,jul,71,4,-1,0,unknown,no
42720,30,technician,single,secondary,no,323,no,no,cellular,25,jan,116,1,151,3,failure,no
37496,33,blue-collar,married,primary,no,142,yes,no,cellular,13,may,136,5,-1,0,unknown,no
19377,46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,unknown,yes
11128,36,blue-collar,married,primary,no,1707,no,no,unknown,18,jun,190,2,-1,0,unknown,no
34618,56,technician,married,secondary,no,170,yes,no,cellular,5,may,200,2,294,4,other,no
9362,38,blue-collar,married,secondary,no,292,yes,yes,unknown,6,jun,84,2,-1,0,unknown,no
26486,47,management,married,tertiary,no,3844,yes,no,cellular,20,nov,256,4,-1,0,unknown,no
18469,46,services,single,secondary,no,389,no,no,telephone,31,jul,46,4,-1,0,unknown,no
39106,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown,yes
8083,32,blue-collar,single,primary,no,2507,yes,no,unknown,2,jun,215,1,-1,0,unknown,no
17429,33,unemployed,married,tertiary,no,271,yes,yes,cellular,28,jul,262,4,-1,0,unknown,no
8843,32,technician,divorced,secondary,no,273,yes,no,unknown,4,jun,204,1,-1,0,unknown,no
18445,54,self-employed,married,secondary,no,2191,yes,no,telephone,31,jul,96,6,-1,0,unknown,no
40506,38,unemployed,married,primary,no,7005,yes,no,cellular,7,jul,370,1,412,1,failure,yes
761,44,blue-collar,married,primary,no,67,yes,no,unknown,6,may,220,2,-1,0,unknown,no
23647,33,self-employed,married,secondary,no,77,no,no,cellular,28,aug,958,6,-1,0,unknown,no
39150,32,blue-collar,married,secondary,no,-39,yes,no,cellular,18,may,104,2,-1,0,unknown,no
30196,59,retired,married,secondary,no,242,no,yes,cellular,5,feb,17,10,-1,0,unknown,no
24403,40,technician,married,secondary,no,1952,yes,no,cellular,17,nov,310,1,-1,0,unknown,no
34176,30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
38530,35,admin.,divorced,secondary,no,-133,yes,no,cellular,15,may,160,2,-1,0,unknown,no
30999,32,blue-collar,married,secondary,no,316,yes,no,cellular,9,feb,14,4,-1,0,unknown,no
34196,28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
6111,38,technician,married,secondary,no,508,yes,no,unknown,27,may,565,2,-1,0,unknown,no
4437,34,blue-collar,married,secondary,no,4622,yes,yes,unknown,20,may,217,1,-1,0,unknown,no
42496,34,management,married,tertiary,no,2037,no,no,cellular,15,dec,324,2,-1,0,unknown,yes
38526,56,retired,divorced,tertiary,no,-458,yes,no,cellular,15,may,406,4,296,3,failure,no
29746,45,self-employed,divorced,tertiary,yes,75,yes,yes,cellular,4,feb,236,1,-1,0,unknown,no
19965,33,management,married,tertiary,no,2374,yes,yes,cellular,8,aug,212,2,-1,0,unknown,no
32908,28,blue-collar,single,secondary,no,1106,yes,no,cellular,17,apr,73,2,-1,0,unknown,no
18630,32,blue-collar,married,secondary,no,139,yes,yes,cellular,31,jul,70,5,-1,0,unknown,no
4966,32,technician,married,secondary,no,901,yes,no,unknown,21,may,102,3,-1,0,unknown,no
39072,26,blue-collar,single,primary,no,37,yes,no,cellular,18,may,121,5,-1,0,unknown,no
39343,23,services,single,secondary,no,1393,yes,yes,cellular,18,may,42,8,-1,0,unknown,no
37023,28,management,married,tertiary,no,3589,yes,no,cellular,13,may,348,1,-1,0,unknown,no
41880,80,management,married,primary,no,6483,no,no,telephone,19,oct,123,1,-1,0,unknown,no
30643,48,blue-collar,married,secondary,no,264,no,no,cellular,6,feb,439,2,-1,0,unknown,no
25782,59,retired,married,secondary,no,32948,no,no,cellular,19,nov,243,1,174,2,failure,no
33571,40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure,no
37251,36,blue-collar,divorced,secondary,no,52,yes,no,cellular,13,may,152,1,348,1,failure,no
18825,56,services,married,tertiary,no,3480,no,no,cellular,4,aug,124,1,-1,0,unknown,no
19874,51,entrepreneur,married,primary,no,805,yes,no,cellular,8,aug,132,4,-1,0,unknown,no
7311,39,blue-collar,married,primary,no,481,yes,no,unknown,29,may,376,1,-1,0,unknown,no
15792,29,blue-collar,married,secondary,no,-49,yes,yes,cellular,21,jul,210,1,-1,0,unknown,no
24669,43,management,married,tertiary,no,68,yes,no,cellular,17,nov,31,2,-1,0,unknown,no
7204,39,management,married,primary,no,1749,yes,no,unknown,29,may,46,1,-1,0,unknown,no
10570,57,services,married,secondary,no,197,no,no,unknown,16,jun,116,1,-1,0,unknown,no
13150,54,management,married,tertiary,no,3,no,yes,cellular,8,jul,443,1,-1,0,unknown,no
35413,34,management,married,tertiary,no,676,no,no,cellular,7,may,156,1,177,1,success,no
11565,37,admin.,married,secondary,no,313,yes,no,unknown,19,jun,11,7,-1,0,unknown,no
22560,59,retired,married,primary,no,0,no,no,cellular,22,aug,460,1,-1,0,unknown,no
23623,56,retired,married,secondary,no,1333,no,no,cellular,28,aug,17,14,-1,0,unknown,no
40963,26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,no
13738,35,admin.,married,secondary,no,725,yes,no,cellular,10,jul,402,1,-1,0,unknown,no
30052,39,blue-collar,married,secondary,no,3045,no,no,cellular,4,feb,260,2,-1,0,unknown,no
20751,45,management,married,tertiary,no,324,no,no,cellular,13,aug,258,4,-1,0,unknown,no
1780,35,blue-collar,married,primary,no,198,yes,no,unknown,9,may,471,2,-1,0,unknown,no
6957,34,technician,married,secondary,no,6,yes,no,unknown,28,may,99,2,-1,0,unknown,no
9186,56,retired,married,primary,no,855,no,no,unknown,5,jun,140,2,-1,0,unknown,no
40305,31,technician,married,unknown,no,14533,no,no,cellular,16,jun,245,2,-1,0,unknown,yes
27396,30,admin.,married,secondary,no,4457,yes,no,cellular,21,nov,566,4,-1,0,unknown,yes
9113,60,retired,married,secondary,no,4820,no,no,unknown,5,jun,419,1,-1,0,unknown,no
13643,33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,jul,211,11,-1,0,unknown,no
24958,39,technician,married,tertiary,no,4313,yes,no,unknown,18,nov,272,2,-1,0,unknown,no
32753,45,blue-collar,married,primary,no,61,no,no,cellular,17,apr,108,1,-1,0,unknown,no
10340,58,retired,married,primary,no,657,yes,no,unknown,12,jun,128,2,-1,0,unknown,no
5762,36,retired,single,secondary,no,101,yes,yes,unknown,26,may,314,1,-1,0,unknown,no
24943,35,management,married,tertiary,no,1041,no,no,cellular,18,nov,586,1,120,3,other,no
14211,32,services,married,unknown,no,23,no,no,cellular,11,jul,425,2,-1,0,unknown,no
26830,41,technician,single,secondary,no,650,yes,no,cellular,20,nov,2420,3,-1,0,unknown,yes
1496,50,management,divorced,tertiary,no,704,yes,no,unknown,8,may,233,2,-1,0,unknown,no
32837,30,services,married,tertiary,no,2025,yes,no,cellular,17,apr,140,1,-1,0,unknown,no
8564,25,management,married,primary,no,168,yes,no,unknown,3,jun,801,1,-1,0,unknown,yes
24702,37,management,married,secondary,no,121,no,yes,cellular,17,nov,211,2,151,2,failure,no
44560,37,technician,married,tertiary,no,341,no,no,cellular,13,aug,287,3,182,3,success,yes
35174,41,blue-collar,married,primary,no,293,yes,yes,cellular,7,may,102,1,-1,0,unknown,no
31587,36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190,1,133,1,other,no
16392,56,services,divorced,secondary,no,191,no,no,cellular,23,jul,335,3,-1,0,unknown,no
40424,33,management,single,tertiary,no,804,yes,no,cellular,2,jul,226,1,-1,0,unknown,no
38533,34,management,single,tertiary,no,2360,yes,no,cellular,15,may,137,2,176,1,failure,no
40760,46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,1529,1,397,1,failure,no
35258,58,retired,married,secondary,no,-324,yes,no,cellular,7,may,229,2,-1,0,unknown,no
40431,27,admin.,married,tertiary,no,565,yes,no,cellular,2,jul,148,1,-1,0,unknown,no
30260,27,admin.,married,secondary,no,73,yes,no,cellular,5,feb,140,1,-1,0,unknown,no
33939,37,management,divorced,tertiary,no,153,yes,no,cellular,30,apr,221,1,70,2,other,no
27089,32,services,married,secondary,no,8043,yes,no,cellular,21,nov,202,1,-1,0,unknown,no
20532,46,blue-collar,married,primary,no,2269,yes,no,cellular,12,aug,73,2,-1,0,unknown,no
14261,49,management,married,tertiary,no,176,yes,yes,cellular,14,jul,102,2,-1,0,unknown,no
39511,28,management,married,secondary,no,466,yes,no,cellular,25,may,123,2,-1,0,unknown,no
9943,57,management,married,primary,no,595,no,no,unknown,9,jun,188,2,-1,0,unknown,no
